state	tree1	tree2	MatchingSplit
1356	14	75	0.0
1357	14	76	0.0
1358	14	77	0.0
1359	14	78	0.0
1360	14	79	0.0
1361	14	80	6.0
1362	14	81	0.0
1363	14	82	3.0
1364	14	83	3.0
1365	14	84	0.0
1366	14	85	0.0
1367	14	86	0.0
1368	14	87	0.0
1369	14	88	3.0
1370	14	89	0.0
1371	14	90	0.0
1372	14	91	0.0
1373	14	92	0.0
1374	14	93	0.0
1375	14	94	0.0
1376	14	95	0.0
1377	14	96	0.0
1378	14	97	3.0
1379	14	98	6.0
1380	14	99	6.0
1381	15	16	5.0
1382	15	17	0.0
1383	15	18	3.0
1384	15	19	12.0
1385	15	20	12.0
1386	15	21	8.0
1387	15	22	8.0
1388	15	23	3.0
1389	15	24	8.0
1390	15	25	6.0
1391	15	26	8.0
1392	15	27	6.0
1393	15	28	8.0
1394	15	29	6.0
1395	15	30	6.0
1396	15	31	6.0
1397	15	32	6.0
1398	15	33	6.0
1399	15	34	6.0
1400	15	35	0.0
1401	15	36	0.0
1402	15	37	6.0
1403	15	38	8.0
1404	15	39	3.0
1405	15	40	10.0
1406	15	41	3.0
1407	15	42	3.0
1408	15	43	3.0
1409	15	44	9.0
1410	15	45	9.0
1411	15	46	9.0
1412	15	47	6.0
1413	15	48	6.0
1414	15	49	9.0
1415	15	50	6.0
1416	15	51	6.0
1417	15	52	3.0
1418	15	53	6.0
1419	15	54	8.0
1420	15	55	8.0
1421	15	56	6.0
1422	15	57	6.0
1423	15	58	6.0
1424	15	59	6.0
1425	15	60	6.0
1426	15	61	6.0
1427	15	62	6.0
1428	15	63	9.0
1429	15	64	6.0
1430	15	65	3.0
1431	15	66	6.0
1432	15	67	6.0
1433	15	68	6.0
1434	15	69	6.0
1435	15	70	6.0
1436	15	71	3.0
1437	15	72	6.0
1438	15	73	3.0
1439	15	74	3.0
1440	15	75	6.0
1441	15	76	6.0
1442	15	77	6.0
1443	15	78	6.0
1444	15	79	6.0
1445	15	80	9.0
1446	15	81	6.0
1447	15	82	3.0
1448	15	83	3.0
1449	15	84	6.0
1450	15	85	6.0
1451	15	86	6.0
1452	15	87	6.0
1453	15	88	3.0
1454	15	89	6.0
1455	15	90	6.0
1456	15	91	6.0
1457	15	92	6.0
1458	15	93	6.0
1459	15	94	6.0
1460	15	95	6.0
1461	15	96	6.0
1462	15	97	3.0
1463	15	98	0.0
1464	15	99	0.0
1465	16	17	5.0
1466	16	18	2.0
1467	16	19	14.0
1468	16	20	14.0
1469	16	21	3.0
1470	16	22	3.0
1471	16	23	2.0
1472	16	24	9.0
1473	16	25	5.0
1474	16	26	9.0
1475	16	27	5.0
1476	16	28	9.0
1477	16	29	5.0
1478	16	30	5.0
1479	16	31	5.0
1480	16	32	5.0
1481	16	33	5.0
1482	16	34	5.0
1483	16	35	5.0
1484	16	36	5.0
1485	16	37	5.0
1486	16	38	9.0
1487	16	39	2.0
1488	16	40	9.0
1489	16	41	2.0
1490	16	42	2.0
1491	16	43	2.0
1492	16	44	9.0
1493	16	45	9.0
1494	16	46	9.0
1495	16	47	5.0
1496	16	48	5.0
1497	16	49	9.0
1498	16	50	5.0
1499	16	51	5.0
1500	16	52	2.0
1501	16	53	5.0
1502	16	54	9.0
1503	16	55	9.0
1504	16	56	5.0
1505	16	57	5.0
1506	16	58	5.0
1507	16	59	5.0
1508	16	60	5.0
1509	16	61	5.0
1510	16	62	5.0
1511	16	63	9.0
1512	16	64	5.0
1513	16	65	2.0
1514	16	66	5.0
1515	16	67	5.0
1516	16	68	5.0
1517	16	69	5.0
1518	16	70	5.0
1519	16	71	2.0
1520	16	72	5.0
1521	16	73	2.0
1522	16	74	2.0
1523	16	75	5.0
1524	16	76	5.0
1525	16	77	5.0
1526	16	78	5.0
1527	16	79	5.0
1528	16	80	9.0
1529	16	81	5.0
1530	16	82	2.0
1531	16	83	2.0
1532	16	84	5.0
1533	16	85	5.0
1534	16	86	5.0
1535	16	87	5.0
1536	16	88	2.0
1537	16	89	5.0
1538	16	90	5.0
1539	16	91	5.0
1540	16	92	5.0
1541	16	93	5.0
1542	16	94	5.0
1543	16	95	5.0
1544	16	96	5.0
1545	16	97	2.0
1546	16	98	5.0
1547	16	99	5.0
1548	17	18	3.0
1549	17	19	12.0
1550	17	20	12.0
1551	17	21	8.0
1552	17	22	8.0
1553	17	23	3.0
1554	17	24	8.0
1555	17	25	6.0
1556	17	26	8.0
1557	17	27	6.0
1558	17	28	8.0
1559	17	29	6.0
1560	17	30	6.0
1561	17	31	6.0
1562	17	32	6.0
1563	17	33	6.0
1564	17	34	6.0
1565	17	35	0.0
1566	17	36	0.0
1567	17	37	6.0
1568	17	38	8.0
1569	17	39	3.0
1570	17	40	10.0
1571	17	41	3.0
1572	17	42	3.0
1573	17	43	3.0
1574	17	44	9.0
1575	17	45	9.0
1576	17	46	9.0
1577	17	47	6.0
1578	17	48	6.0
1579	17	49	9.0
1580	17	50	6.0
1581	17	51	6.0
1582	17	52	3.0
1583	17	53	6.0
1584	17	54	8.0
1585	17	55	8.0
1586	17	56	6.0
1587	17	57	6.0
1588	17	58	6.0
1589	17	59	6.0
1590	17	60	6.0
1591	17	61	6.0
1592	17	62	6.0
1593	17	63	9.0
1594	17	64	6.0
1595	17	65	3.0
1596	17	66	6.0
1597	17	67	6.0
1598	17	68	6.0
1599	17	69	6.0
1600	17	70	6.0
1601	17	71	3.0
1602	17	72	6.0
1603	17	73	3.0
1604	17	74	3.0
1605	17	75	6.0
1606	17	76	6.0
1607	17	77	6.0
1608	17	78	6.0
1609	17	79	6.0
1610	17	80	9.0
1611	17	81	6.0
1612	17	82	3.0
1613	17	83	3.0
1614	17	84	6.0
1615	17	85	6.0
1616	17	86	6.0
1617	17	87	6.0
1618	17	88	3.0
1619	17	89	6.0
1620	17	90	6.0
1621	17	91	6.0
1622	17	92	6.0
1623	17	93	6.0
1624	17	94	6.0
1625	17	95	6.0
1626	17	96	6.0
1627	17	97	3.0
1628	17	98	0.0
1629	17	99	0.0
1630	18	19	12.0
1631	18	20	12.0
1632	18	21	5.0
1633	18	22	5.0
1634	18	23	0.0
1635	18	24	7.0
1636	18	25	3.0
1637	18	26	7.0
1638	18	27	3.0
1639	18	28	7.0
1640	18	29	3.0
1641	18	30	3.0
1642	18	31	3.0
1643	18	32	3.0
1644	18	33	3.0
1645	18	34	3.0
1646	18	35	3.0
1647	18	36	3.0
1648	18	37	3.0
1649	18	38	7.0
1650	18	39	0.0
1651	18	40	9.0
1652	18	41	0.0
1653	18	42	0.0
1654	18	43	0.0
1655	18	44	7.0
1656	18	45	7.0
1657	18	46	7.0
1658	18	47	3.0
1659	18	48	3.0
1660	18	49	7.0
1661	18	50	3.0
1662	18	51	3.0
1663	18	52	0.0
1664	18	53	3.0
1665	18	54	7.0
1666	18	55	7.0
1667	18	56	3.0
1668	18	57	3.0
1669	18	58	3.0
1670	18	59	3.0
1671	18	60	3.0
1672	18	61	3.0
1673	18	62	3.0
1674	18	63	7.0
1675	18	64	3.0
1676	18	65	0.0
1677	18	66	3.0
1678	18	67	3.0
1679	18	68	3.0
1680	18	69	3.0
1681	18	70	3.0
1682	18	71	0.0
1683	18	72	3.0
1684	18	73	0.0
1685	18	74	0.0
1686	18	75	3.0
1687	18	76	3.0
1688	18	77	3.0
1689	18	78	3.0
1690	18	79	3.0
1691	18	80	7.0
1692	18	81	3.0
1693	18	82	0.0
1694	18	83	0.0
1695	18	84	3.0
1696	18	85	3.0
1697	18	86	3.0
1698	18	87	3.0
1699	18	88	0.0
1700	18	89	3.0
1701	18	90	3.0
1702	18	91	3.0
1703	18	92	3.0
1704	18	93	3.0
1705	18	94	3.0
1706	18	95	3.0
1707	18	96	3.0
1708	18	97	0.0
1709	18	98	3.0
1710	18	99	3.0
1711	19	20	0.0
1712	19	21	14.0
1713	19	22	14.0
1714	19	23	12.0
1715	19	24	7.0
1716	19	25	12.0
1717	19	26	7.0
1718	19	27	12.0
1719	19	28	7.0
1720	19	29	12.0
1721	19	30	12.0
1722	19	31	12.0
1723	19	32	12.0
1724	19	33	12.0
1725	19	34	12.0
1726	19	35	12.0
1727	19	36	12.0
1728	19	37	12.0
1729	19	38	7.0
1730	19	39	12.0
1731	19	40	9.0
1732	19	41	12.0
1733	19	42	12.0
1734	19	43	12.0
1735	19	44	8.0
1736	19	45	8.0
1737	19	46	8.0
1738	19	47	12.0
1739	19	48	12.0
1740	19	49	8.0
1741	19	50	12.0
1742	19	51	12.0
1743	19	52	12.0
1744	19	53	12.0
1745	19	54	7.0
1746	19	55	7.0
1747	19	56	12.0
1748	19	57	12.0
1749	19	58	12.0
1750	19	59	12.0
1751	19	60	12.0
1752	19	61	12.0
1753	19	62	12.0
1754	19	63	8.0
1755	19	64	12.0
1756	19	65	12.0
1757	19	66	12.0
1758	19	67	12.0
1759	19	68	12.0
1760	19	69	12.0
1761	19	70	12.0
1762	19	71	12.0
1763	19	72	12.0
1764	19	73	12.0
1765	19	74	12.0
1766	19	75	12.0
1767	19	76	12.0
1768	19	77	12.0
1769	19	78	12.0
1770	19	79	12.0
1771	19	80	8.0
1772	19	81	12.0
1773	19	82	12.0
1774	19	83	12.0
1775	19	84	12.0
1776	19	85	12.0
1777	19	86	12.0
1778	19	87	12.0
1779	19	88	12.0
1780	19	89	12.0
1781	19	90	12.0
1782	19	91	12.0
1783	19	92	12.0
1784	19	93	12.0
1785	19	94	12.0
1786	19	95	12.0
1787	19	96	12.0
1788	19	97	12.0
1789	19	98	12.0
1790	19	99	12.0
1791	20	21	14.0
1792	20	22	14.0
1793	20	23	12.0
1794	20	24	7.0
1795	20	25	12.0
1796	20	26	7.0
1797	20	27	12.0
1798	20	28	7.0
1799	20	29	12.0
1800	20	30	12.0
1801	20	31	12.0
1802	20	32	12.0
1803	20	33	12.0
1804	20	34	12.0
1805	20	35	12.0
1806	20	36	12.0
1807	20	37	12.0
1808	20	38	7.0
1809	20	39	12.0
1810	20	40	9.0
1811	20	41	12.0
1812	20	42	12.0
1813	20	43	12.0
1814	20	44	8.0
1815	20	45	8.0
1816	20	46	8.0
1817	20	47	12.0
1818	20	48	12.0
1819	20	49	8.0
1820	20	50	12.0
1821	20	51	12.0
1822	20	52	12.0
1823	20	53	12.0
1824	20	54	7.0
1825	20	55	7.0
1826	20	56	12.0
1827	20	57	12.0
1828	20	58	12.0
1829	20	59	12.0
1830	20	60	12.0
1831	20	61	12.0
1832	20	62	12.0
1833	20	63	8.0
1834	20	64	12.0
1835	20	65	12.0
1836	20	66	12.0
1837	20	67	12.0
1838	20	68	12.0
1839	20	69	12.0
1840	20	70	12.0
1841	20	71	12.0
1842	20	72	12.0
1843	20	73	12.0
1844	20	74	12.0
1845	20	75	12.0
1846	20	76	12.0
1847	20	77	12.0
1848	20	78	12.0
1849	20	79	12.0
1850	20	80	8.0
1851	20	81	12.0
1852	20	82	12.0
1853	20	83	12.0
1854	20	84	12.0
1855	20	85	12.0
1856	20	86	12.0
1857	20	87	12.0
1858	20	88	12.0
1859	20	89	12.0
1860	20	90	12.0
1861	20	91	12.0
1862	20	92	12.0
1863	20	93	12.0
1864	20	94	12.0
1865	20	95	12.0
1866	20	96	12.0
1867	20	97	12.0
1868	20	98	12.0
1869	20	99	12.0
1870	21	22	0.0
1871	21	23	5.0
1872	21	24	10.0
1873	21	25	2.0
1874	21	26	9.0
1875	21	27	2.0
1876	21	28	9.0
1877	21	29	2.0
1878	21	30	2.0
1879	21	31	2.0
1880	21	32	2.0
1881	21	33	2.0
1882	21	34	2.0
1883	21	35	8.0
1884	21	36	8.0
1885	21	37	2.0
1886	21	38	10.0
1887	21	39	5.0
1888	21	40	9.0
1889	21	41	5.0
1890	21	42	5.0
1891	21	43	5.0
1892	21	44	8.0
1893	21	45	8.0
1894	21	46	8.0
1895	21	47	2.0
1896	21	48	2.0
1897	21	49	8.0
1898	21	50	2.0
1899	21	51	2.0
1900	21	52	5.0
1901	21	53	2.0
1902	21	54	9.0
1903	21	55	9.0
1904	21	56	2.0
1905	21	57	2.0
1906	21	58	2.0
1907	21	59	2.0
1908	21	60	2.0
1909	21	61	2.0
1910	21	62	2.0
1911	21	63	8.0
1912	21	64	2.0
1913	21	65	5.0
1914	21	66	2.0
1915	21	67	2.0
1916	21	68	2.0
1917	21	69	2.0
1918	21	70	2.0
1919	21	71	5.0
1920	21	72	2.0
1921	21	73	5.0
1922	21	74	5.0
1923	21	75	2.0
1924	21	76	2.0
1925	21	77	2.0
1926	21	78	2.0
1927	21	79	2.0
1928	21	80	8.0
1929	21	81	2.0
1930	21	82	5.0
1931	21	83	5.0
1932	21	84	2.0
1933	21	85	2.0
1934	21	86	2.0
1935	21	87	2.0
1936	21	88	5.0
1937	21	89	2.0
1938	21	90	2.0
1939	21	91	2.0
1940	21	92	2.0
1941	21	93	2.0
1942	21	94	2.0
1943	21	95	2.0
1944	21	96	2.0
1945	21	97	5.0
1946	21	98	8.0
1947	21	99	8.0
1948	22	23	5.0
1949	22	24	10.0
1950	22	25	2.0
1951	22	26	9.0
1952	22	27	2.0
1953	22	28	9.0
1954	22	29	2.0
1955	22	30	2.0
1956	22	31	2.0
1957	22	32	2.0
1958	22	33	2.0
1959	22	34	2.0
1960	22	35	8.0
1961	22	36	8.0
1962	22	37	2.0
1963	22	38	10.0
1964	22	39	5.0
1965	22	40	9.0
1966	22	41	5.0
1967	22	42	5.0
1968	22	43	5.0
1969	22	44	8.0
1970	22	45	8.0
1971	22	46	8.0
1972	22	47	2.0
1973	22	48	2.0
1974	22	49	8.0
1975	22	50	2.0
1976	22	51	2.0
1977	22	52	5.0
1978	22	53	2.0
1979	22	54	9.0
1980	22	55	9.0
1981	22	56	2.0
1982	22	57	2.0
1983	22	58	2.0
1984	22	59	2.0
1985	22	60	2.0
1986	22	61	2.0
1987	22	62	2.0
1988	22	63	8.0
1989	22	64	2.0
1990	22	65	5.0
1991	22	66	2.0
1992	22	67	2.0
1993	22	68	2.0
1994	22	69	2.0
1995	22	70	2.0
1996	22	71	5.0
1997	22	72	2.0
1998	22	73	5.0
1999	22	74	5.0
2000	22	75	2.0
2001	22	76	2.0
2002	22	77	2.0
2003	22	78	2.0
2004	22	79	2.0
2005	22	80	8.0
2006	22	81	2.0
2007	22	82	5.0
2008	22	83	5.0
2009	22	84	2.0
2010	22	85	2.0
2011	22	86	2.0
2012	22	87	2.0
2013	22	88	5.0
2014	22	89	2.0
2015	22	90	2.0
2016	22	91	2.0
2017	22	92	2.0
2018	22	93	2.0
2019	22	94	2.0
2020	22	95	2.0
2021	22	96	2.0
2022	22	97	5.0
2023	22	98	8.0
2024	22	99	8.0
2025	23	24	7.0
2026	23	25	3.0
2027	23	26	7.0
2028	23	27	3.0
2029	23	28	7.0
2030	23	29	3.0
2031	23	30	3.0
2032	23	31	3.0
2033	23	32	3.0
2034	23	33	3.0
2035	23	34	3.0
2036	23	35	3.0
2037	23	36	3.0
2038	23	37	3.0
2039	23	38	7.0
2040	23	39	0.0
2041	23	40	9.0
2042	23	41	0.0
2043	23	42	0.0
2044	23	43	0.0
2045	23	44	7.0
2046	23	45	7.0
2047	23	46	7.0
2048	23	47	3.0
2049	23	48	3.0
2050	23	49	7.0
2051	23	50	3.0
2052	23	51	3.0
2053	23	52	0.0
2054	23	53	3.0
2055	23	54	7.0
2056	23	55	7.0
2057	23	56	3.0
2058	23	57	3.0
2059	23	58	3.0
2060	23	59	3.0
2061	23	60	3.0
2062	23	61	3.0
2063	23	62	3.0
2064	23	63	7.0
2065	23	64	3.0
2066	23	65	0.0
2067	23	66	3.0
2068	23	67	3.0
2069	23	68	3.0
2070	23	69	3.0
2071	23	70	3.0
2072	23	71	0.0
2073	23	72	3.0
2074	23	73	0.0
2075	23	74	0.0
2076	23	75	3.0
2077	23	76	3.0
2078	23	77	3.0
2079	23	78	3.0
2080	23	79	3.0
2081	23	80	7.0
2082	23	81	3.0
2083	23	82	0.0
2084	23	83	0.0
2085	23	84	3.0
2086	23	85	3.0
2087	23	86	3.0
2088	23	87	3.0
2089	23	88	0.0
2090	23	89	3.0
2091	23	90	3.0
2092	23	91	3.0
2093	23	92	3.0
2094	23	93	3.0
2095	23	94	3.0
2096	23	95	3.0
2097	23	96	3.0
2098	23	97	0.0
2099	23	98	3.0
2100	23	99	3.0
2101	24	25	8.0
2102	24	26	6.0
2103	24	27	8.0
2104	24	28	6.0
2105	24	29	8.0
2106	24	30	8.0
2107	24	31	8.0
2108	24	32	8.0
2109	24	33	8.0
2110	24	34	8.0
2111	24	35	8.0
2112	24	36	8.0
2113	24	37	8.0
2114	24	38	0.0
2115	24	39	7.0
2116	24	40	8.0
2117	24	41	7.0
2118	24	42	7.0
2119	24	43	7.0
2120	24	44	4.0
2121	24	45	4.0
2122	24	46	4.0
2123	24	47	8.0
2124	24	48	8.0
2125	24	49	4.0
2126	24	50	8.0
2127	24	51	8.0
2128	24	52	7.0
2129	24	53	8.0
2130	24	54	6.0
2131	24	55	6.0
2132	24	56	8.0
2133	24	57	8.0
2134	24	58	8.0
2135	24	59	8.0
2136	24	60	8.0
2137	24	61	8.0
2138	24	62	8.0
2139	24	63	4.0
2140	24	64	8.0
2141	24	65	7.0
2142	24	66	8.0
2143	24	67	8.0
2144	24	68	8.0
2145	24	69	8.0
2146	24	70	8.0
2147	24	71	7.0
2148	24	72	8.0
2149	24	73	7.0
2150	24	74	7.0
2151	24	75	8.0
2152	24	76	8.0
2153	24	77	8.0
2154	24	78	8.0
2155	24	79	8.0
2156	24	80	4.0
2157	24	81	8.0
2158	24	82	7.0
2159	24	83	7.0
2160	24	84	8.0
2161	24	85	8.0
2162	24	86	8.0
2163	24	87	8.0
2164	24	88	7.0
2165	24	89	8.0
2166	24	90	8.0
2167	24	91	8.0
2168	24	92	8.0
2169	24	93	8.0
2170	24	94	8.0
2171	24	95	8.0
2172	24	96	8.0
2173	24	97	7.0
2174	24	98	8.0
2175	24	99	8.0
2176	25	26	7.0
2177	25	27	0.0
2178	25	28	7.0
2179	25	29	0.0
2180	25	30	0.0
2181	25	31	0.0
2182	25	32	0.0
2183	25	33	0.0
2184	25	34	0.0
2185	25	35	6.0
2186	25	36	6.0
2187	25	37	0.0
2188	25	38	8.0
2189	25	39	3.0
2190	25	40	9.0
2191	25	41	3.0
2192	25	42	3.0
2193	25	43	3.0
2194	25	44	6.0
2195	25	45	6.0
2196	25	46	6.0
2197	25	47	0.0
2198	25	48	0.0
2199	25	49	6.0
2200	25	50	0.0
2201	25	51	0.0
2202	25	52	3.0
2203	25	53	0.0
2204	25	54	7.0
2205	25	55	7.0
2206	25	56	0.0
2207	25	57	0.0
2208	25	58	0.0
2209	25	59	0.0
2210	25	60	0.0
2211	25	61	0.0
2212	25	62	0.0
2213	25	63	6.0
2214	25	64	0.0
2215	25	65	3.0
2216	25	66	0.0
2217	25	67	0.0
2218	25	68	0.0
2219	25	69	0.0
2220	25	70	0.0
2221	25	71	3.0
2222	25	72	0.0
2223	25	73	3.0
2224	25	74	3.0
2225	25	75	0.0
2226	25	76	0.0
2227	25	77	0.0
2228	25	78	0.0
2229	25	79	0.0
2230	25	80	6.0
2231	25	81	0.0
2232	25	82	3.0
2233	25	83	3.0
2234	25	84	0.0
2235	25	85	0.0
2236	25	86	0.0
2237	25	87	0.0
2238	25	88	3.0
2239	25	89	0.0
2240	25	90	0.0
2241	25	91	0.0
2242	25	92	0.0
2243	25	93	0.0
2244	25	94	0.0
2245	25	95	0.0
2246	25	96	0.0
2247	25	97	3.0
2248	25	98	6.0
2249	25	99	6.0
2250	26	27	7.0
2251	26	28	0.0
2252	26	29	7.0
2253	26	30	7.0
2254	26	31	7.0
2255	26	32	7.0
2256	26	33	7.0
2257	26	34	7.0
2258	26	35	8.0
2259	26	36	8.0
2260	26	37	7.0
2261	26	38	6.0
2262	26	39	7.0
2263	26	40	2.0
2264	26	41	7.0
2265	26	42	7.0
2266	26	43	7.0
2267	26	44	4.0
2268	26	45	4.0
2269	26	46	4.0
2270	26	47	7.0
2271	26	48	7.0
2272	26	49	4.0
2273	26	50	7.0
2274	26	51	7.0
2275	26	52	7.0
2276	26	53	7.0
2277	26	54	0.0
2278	26	55	0.0
2279	26	56	7.0
2280	26	57	7.0
2281	26	58	7.0
2282	26	59	7.0
2283	26	60	7.0
2284	26	61	7.0
2285	26	62	7.0
2286	26	63	4.0
2287	26	64	7.0
2288	26	65	7.0
2289	26	66	7.0
2290	26	67	7.0
2291	26	68	7.0
2292	26	69	7.0
2293	26	70	7.0
2294	26	71	7.0
2295	26	72	7.0
2296	26	73	7.0
2297	26	74	7.0
2298	26	75	7.0
2299	26	76	7.0
2300	26	77	7.0
2301	26	78	7.0
2302	26	79	7.0
2303	26	80	4.0
2304	26	81	7.0
2305	26	82	7.0
2306	26	83	7.0
2307	26	84	7.0
2308	26	85	7.0
2309	26	86	7.0
2310	26	87	7.0
2311	26	88	7.0
2312	26	89	7.0
2313	26	90	7.0
2314	26	91	7.0
2315	26	92	7.0
2316	26	93	7.0
2317	26	94	7.0
2318	26	95	7.0
2319	26	96	7.0
2320	26	97	7.0
2321	26	98	8.0
2322	26	99	8.0
2323	27	28	7.0
2324	27	29	0.0
2325	27	30	0.0
2326	27	31	0.0
2327	27	32	0.0
2328	27	33	0.0
2329	27	34	0.0
2330	27	35	6.0
2331	27	36	6.0
2332	27	37	0.0
2333	27	38	8.0
2334	27	39	3.0
2335	27	40	9.0
2336	27	41	3.0
2337	27	42	3.0
2338	27	43	3.0
2339	27	44	6.0
2340	27	45	6.0
2341	27	46	6.0
2342	27	47	0.0
2343	27	48	0.0
2344	27	49	6.0
2345	27	50	0.0
2346	27	51	0.0
2347	27	52	3.0
2348	27	53	0.0
2349	27	54	7.0
2350	27	55	7.0
2351	27	56	0.0
2352	27	57	0.0
2353	27	58	0.0
2354	27	59	0.0
2355	27	60	0.0
2356	27	61	0.0
2357	27	62	0.0
2358	27	63	6.0
2359	27	64	0.0
2360	27	65	3.0
2361	27	66	0.0
2362	27	67	0.0
2363	27	68	0.0
2364	27	69	0.0
2365	27	70	0.0
2366	27	71	3.0
2367	27	72	0.0
2368	27	73	3.0
2369	27	74	3.0
2370	27	75	0.0
2371	27	76	0.0
2372	27	77	0.0
2373	27	78	0.0
2374	27	79	0.0
2375	27	80	6.0
2376	27	81	0.0
2377	27	82	3.0
2378	27	83	3.0
2379	27	84	0.0
2380	27	85	0.0
2381	27	86	0.0
2382	27	87	0.0
2383	27	88	3.0
2384	27	89	0.0
2385	27	90	0.0
2386	27	91	0.0
2387	27	92	0.0
2388	27	93	0.0
2389	27	94	0.0
2390	27	95	0.0
2391	27	96	0.0
2392	27	97	3.0
2393	27	98	6.0
2394	27	99	6.0
2395	28	29	7.0
2396	28	30	7.0
2397	28	31	7.0
2398	28	32	7.0
2399	28	33	7.0
2400	28	34	7.0
2401	28	35	8.0
2402	28	36	8.0
2403	28	37	7.0
2404	28	38	6.0
2405	28	39	7.0
2406	28	40	2.0
2407	28	41	7.0
2408	28	42	7.0
2409	28	43	7.0
2410	28	44	4.0
2411	28	45	4.0
2412	28	46	4.0
2413	28	47	7.0
2414	28	48	7.0
2415	28	49	4.0
2416	28	50	7.0
2417	28	51	7.0
2418	28	52	7.0
2419	28	53	7.0
2420	28	54	0.0
2421	28	55	0.0
2422	28	56	7.0
2423	28	57	7.0
2424	28	58	7.0
2425	28	59	7.0
2426	28	60	7.0
2427	28	61	7.0
2428	28	62	7.0
2429	28	63	4.0
2430	28	64	7.0
2431	28	65	7.0
2432	28	66	7.0
2433	28	67	7.0
2434	28	68	7.0
2435	28	69	7.0
2436	28	70	7.0
2437	28	71	7.0
2438	28	72	7.0
2439	28	73	7.0
2440	28	74	7.0
2441	28	75	7.0
2442	28	76	7.0
2443	28	77	7.0
2444	28	78	7.0
2445	28	79	7.0
2446	28	80	4.0
2447	28	81	7.0
2448	28	82	7.0
2449	28	83	7.0
2450	28	84	7.0
2451	28	85	7.0
2452	28	86	7.0
2453	28	87	7.0
2454	28	88	7.0
2455	28	89	7.0
2456	28	90	7.0
2457	28	91	7.0
2458	28	92	7.0
2459	28	93	7.0
2460	28	94	7.0
2461	28	95	7.0
2462	28	96	7.0
2463	28	97	7.0
2464	28	98	8.0
2465	28	99	8.0
2466	29	30	0.0
2467	29	31	0.0
2468	29	32	0.0
2469	29	33	0.0
2470	29	34	0.0
2471	29	35	6.0
2472	29	36	6.0
2473	29	37	0.0
2474	29	38	8.0
2475	29	39	3.0
2476	29	40	9.0
2477	29	41	3.0
2478	29	42	3.0
2479	29	43	3.0
2480	29	44	6.0
2481	29	45	6.0
2482	29	46	6.0
2483	29	47	0.0
2484	29	48	0.0
2485	29	49	6.0
2486	29	50	0.0
2487	29	51	0.0
2488	29	52	3.0
2489	29	53	0.0
2490	29	54	7.0
2491	29	55	7.0
2492	29	56	0.0
2493	29	57	0.0
2494	29	58	0.0
2495	29	59	0.0
2496	29	60	0.0
2497	29	61	0.0
2498	29	62	0.0
2499	29	63	6.0
2500	29	64	0.0
2501	29	65	3.0
2502	29	66	0.0
2503	29	67	0.0
2504	29	68	0.0
2505	29	69	0.0
2506	29	70	0.0
2507	29	71	3.0
2508	29	72	0.0
2509	29	73	3.0
2510	29	74	3.0
2511	29	75	0.0
2512	29	76	0.0
2513	29	77	0.0
2514	29	78	0.0
2515	29	79	0.0
2516	29	80	6.0
2517	29	81	0.0
2518	29	82	3.0
2519	29	83	3.0
2520	29	84	0.0
2521	29	85	0.0
2522	29	86	0.0
2523	29	87	0.0
2524	29	88	3.0
2525	29	89	0.0
2526	29	90	0.0
2527	29	91	0.0
2528	29	92	0.0
2529	29	93	0.0
2530	29	94	0.0
2531	29	95	0.0
2532	29	96	0.0
2533	29	97	3.0
2534	29	98	6.0
2535	29	99	6.0
2536	30	31	0.0
2537	30	32	0.0
2538	30	33	0.0
2539	30	34	0.0
2540	30	35	6.0
2541	30	36	6.0
2542	30	37	0.0
2543	30	38	8.0
2544	30	39	3.0
2545	30	40	9.0
2546	30	41	3.0
2547	30	42	3.0
2548	30	43	3.0
2549	30	44	6.0
2550	30	45	6.0
2551	30	46	6.0
2552	30	47	0.0
2553	30	48	0.0
2554	30	49	6.0
2555	30	50	0.0
2556	30	51	0.0
2557	30	52	3.0
2558	30	53	0.0
2559	30	54	7.0
2560	30	55	7.0
2561	30	56	0.0
2562	30	57	0.0
2563	30	58	0.0
2564	30	59	0.0
2565	30	60	0.0
2566	30	61	0.0
2567	30	62	0.0
2568	30	63	6.0
2569	30	64	0.0
2570	30	65	3.0
2571	30	66	0.0
2572	30	67	0.0
2573	30	68	0.0
2574	30	69	0.0
2575	30	70	0.0
2576	30	71	3.0
2577	30	72	0.0
2578	30	73	3.0
2579	30	74	3.0
2580	30	75	0.0
2581	30	76	0.0
2582	30	77	0.0
2583	30	78	0.0
2584	30	79	0.0
2585	30	80	6.0
2586	30	81	0.0
2587	30	82	3.0
2588	30	83	3.0
2589	30	84	0.0
2590	30	85	0.0
2591	30	86	0.0
2592	30	87	0.0
2593	30	88	3.0
2594	30	89	0.0
2595	30	90	0.0
2596	30	91	0.0
2597	30	92	0.0
2598	30	93	0.0
2599	30	94	0.0
2600	30	95	0.0
2601	30	96	0.0
2602	30	97	3.0
2603	30	98	6.0
2604	30	99	6.0
2605	31	32	0.0
2606	31	33	0.0
2607	31	34	0.0
2608	31	35	6.0
2609	31	36	6.0
2610	31	37	0.0
2611	31	38	8.0
2612	31	39	3.0
2613	31	40	9.0
2614	31	41	3.0
2615	31	42	3.0
2616	31	43	3.0
2617	31	44	6.0
2618	31	45	6.0
2619	31	46	6.0
2620	31	47	0.0
2621	31	48	0.0
2622	31	49	6.0
2623	31	50	0.0
2624	31	51	0.0
2625	31	52	3.0
2626	31	53	0.0
