Bootstrap rep 1 (of 100) 
random seed = 114550
gen	best_like	time	optPrecision
10	-1459.421225	9	0.5
20	-1459.366514	9	0.5
30	-1459.205139	9	0.5
40	-1459.155425	9	0.5
50	-1458.76193	9	0.5
60	-1458.71678	9	0.5
70	-1458.501363	9	0.5
80	-1458.476173	9	0.5
90	-1458.4131	10	0.5
100	-1458.376378	10	0.5
110	-1458.237333	10	0.5
120	-1458.172207	10	0.5
130	-1458.170346	10	0.5
140	-1458.159705	10	0.5
150	-1458.018813	10	0.5
160	-1457.91916	10	0.5
170	-1457.865642	10	0.5
180	-1457.860137	10	0.5
190	-1457.831353	10	0.5
200	-1457.831353	10	0.5
210	-1457.82376	10	0.5
220	-1457.777666	10	0.5
230	-1457.774776	10	0.5
240	-1457.724045	10	0.5
250	-1457.665862	10	0.5
260	-1457.657737	10	0.5
270	-1457.621536	10	0.5
280	-1457.46002	10	0.5
290	-1457.444571	10	0.5
300	-1457.427708	10	0.5
310	-1455.377207	10	0.5
320	-1455.3412	10	0.5
330	-1455.285153	10	0.5
340	-1455.234663	10	0.5
350	-1455.173054	10	0.5
360	-1455.149805	10	0.5
370	-1455.122871	10	0.5
380	-1455.053733	10	0.5
390	-1455.050144	10	0.5
400	-1455.049043	10	0.5
410	-1455.032951	10	0.5
420	-1454.980564	10	0.5
430	-1454.954824	10	0.5
440	-1454.646931	10	0.5
450	-1454.613477	10	0.5
460	-1454.564551	10	0.5
470	-1454.561378	10	0.5
480	-1454.377668	10	0.5
490	-1454.375941	10	0.5
500	-1454.35166	10	0.5
510	-1454.278786	10	0.5
520	-1454.275214	10	0.5
530	-1454.265978	10	0.5
540	-1454.259625	10	0.5
550	-1454.258981	10	0.5
560	-1454.253934	10	0.5
570	-1454.248305	10	0.5
580	-1454.221265	10	0.5
590	-1454.188748	10	0.5
600	-1454.162056	10	0.5
610	-1454.145506	10	0.5
620	-1454.099886	10	0.5
630	-1454.091548	10	0.5
640	-1454.081524	10	0.5
650	-1454.064371	10	0.5
660	-1454.043464	10	0.5
670	-1454.042403	10	0.5
680	-1454.042403	10	0.5
690	-1454.002744	10	0.5
700	-1453.965616	10	0.5
710	-1453.943212	10	0.5
720	-1453.941786	10	0.5
730	-1453.919366	10	0.5
740	-1453.919366	10	0.5
750	-1453.914941	10	0.5
760	-1453.872564	10	0.5
770	-1453.869141	10	0.5
780	-1453.869141	10	0.5
790	-1453.869141	10	0.5
800	-1453.853803	10	0.5
810	-1453.853803	10	0.5
820	-1453.817473	10	0.5
830	-1453.815483	10	0.5
840	-1453.784369	10	0.5
850	-1453.779668	10	0.5
860	-1453.779668	10	0.5
870	-1453.750696	10	0.5
880	-1453.736176	10	0.5
890	-1453.729498	10	0.5
900	-1453.727041	10	0.5
910	-1453.727041	10	0.5
