Search rep 1 (of 10)
random seed = 434024
gen	best_like	time	optPrecision
4820	-1374.308967	11	0.01
4830	-1374.305224	11	0.01
4840	-1374.305224	11	0.01
4850	-1374.303391	11	0.01
4860	-1374.302024	11	0.01
4870	-1374.302024	11	0.01
4880	-1374.301589	11	0.01
4890	-1374.29877	11	0.01
4900	-1374.29877	11	0.01
4910	-1374.29877	11	0.01
4920	-1374.29877	11	0.01
4930	-1374.29877	11	0.01
4940	-1374.29877	11	0.01
4950	-1374.29877	11	0.01
4960	-1374.29877	11	0.01
4970	-1374.29877	11	0.01
4980	-1374.297618	11	0.01
4990	-1374.297618	11	0.01
5000	-1374.297618	11	0.01
5010	-1374.297618	11	0.01
5020	-1374.297618	11	0.01
5030	-1374.297618	11	0.01
5040	-1374.297618	11	0.01
5050	-1374.296523	11	0.01
5060	-1374.271899	11	0.01
5070	-1374.271606	11	0.01
5080	-1374.250241	11	0.01
5090	-1374.248234	11	0.01
5100	-1374.248234	12	0.01
5110	-1374.248234	12	0.01
5120	-1374.244417	12	0.01
5130	-1374.244417	12	0.01
5140	-1374.244417	12	0.01
5150	-1374.244413	12	0.01
5160	-1374.233306	12	0.01
5170	-1374.233306	12	0.01
5180	-1374.222774	12	0.01
5190	-1374.222774	12	0.01
5200	-1374.222774	12	0.01
5210	-1374.220519	12	0.01
5220	-1374.220299	12	0.01
5230	-1374.220299	12	0.01
5240	-1374.219919	12	0.01
5250	-1374.219761	12	0.01
5260	-1374.219761	12	0.01
5270	-1374.219761	12	0.01
5280	-1374.212691	12	0.01
5290	-1374.212455	12	0.01
5300	-1374.212455	12	0.01
5310	-1374.212455	12	0.01
5320	-1374.212455	12	0.01
5330	-1374.212455	12	0.01
5340	-1374.212455	12	0.01
5350	-1374.210019	12	0.01
5360	-1374.210019	12	0.01
5370	-1374.209632	12	0.01
5380	-1374.209632	12	0.01
5390	-1374.209632	12	0.01
5400	-1374.208593	12	0.01
5410	-1374.204893	12	0.01
5420	-1374.204241	12	0.01
5430	-1374.204241	12	0.01
5440	-1374.191273	12	0.01
5450	-1374.191273	12	0.01
5460	-1374.145271	12	0.01
5470	-1374.144633	12	0.01
5480	-1374.144633	12	0.01
5490	-1374.140676	12	0.01
5500	-1374.138623	12	0.01
5510	-1374.138355	13	0.01
5520	-1374.135584	13	0.01
5530	-1374.135584	13	0.01
5540	-1374.133413	13	0.01
5550	-1374.133413	13	0.01
5560	-1374.133227	13	0.01
5570	-1374.133048	13	0.01
5580	-1374.132775	13	0.01
5590	-1374.13195	13	0.01
5600	-1374.13195	13	0.01
5610	-1374.131613	13	0.01
5620	-1374.131613	13	0.01
5630	-1374.106961	13	0.01
5640	-1374.103175	13	0.01
5650	-1374.097932	13	0.01
5660	-1374.08909	13	0.01
5670	-1374.088577	13	0.01
5680	-1374.087872	13	0.01
5690	-1374.087872	13	0.01
5700	-1374.087872	13	0.01
5710	-1374.087872	13	0.01
5720	-1374.084573	13	0.01
5730	-1374.084573	13	0.01
5740	-1374.08329	13	0.01
5750	-1374.08329	13	0.01
5760	-1374.082509	13	0.01
5770	-1374.079511	13	0.01
5780	-1374.079479	13	0.01
5790	-1374.079479	13	0.01
5800	-1374.079479	13	0.01
